Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
618,Stunfisk,Ground,"['Limber', 'Sand Veil', 'Static']",109,66,84,81,99,32,471,78.5,24.851223980587600,5.0,Medium Fast,1000000,1.0,75,0.0,0.7,11.0,22.4
618,Galarian Stunfisk,Ground,['Mimicry'],109,81,99,66,84,32,471,78.5,24.851223980587600,8.0,Medium Fast,1000000,1.0,75,0.0,0.7,20.5,41.8
619,Mienfoo,Fighting,"['Inner Focus', 'Reckless', 'Regenerator']",45,85,50,55,50,65,350,58.333333333333300,13.437096247164200,5.0,Medium Slow,1059860,0.0,180,0.0,0.9,20.0,24.7
620,Mienshao,Fighting,"['Inner Focus', 'Reckless', 'Regenerator']",65,125,60,95,60,105,510,85.0,25.0,5.0,Medium Slow,1059860,1.0,45,0.0,1.4,35.5,18.1
621,Druddigon,Dragon,"['Mold Breaker', 'Rough Skin', 'Sheer Force']",77,120,90,60,90,48,485,80.83333333333330,23.19782077887680,5.0,Medium Fast,1000000,1.0,45,0.0,1.6,139.0,54.3
622,Golett,Ground,"['Iron Fist', 'Klutz', 'No Guard']",59,74,50,35,50,35,303,50.5,13.573871960498200,5.0,Medium Fast,1000000,0.0,190,0.0,1.0,92.0,92.0
623,Golurk,Ground,"['Iron Fist', 'Klutz', 'No Guard']",89,124,80,55,80,55,483,80.5,23.32916629457640,5.0,Medium Fast,1000000,1.0,90,0.0,2.8,330.0,42.1
624,Pawniard,Dark,"['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,340,56.66666666666670,16.749792701868200,5.0,Medium Fast,1000000,0.0,120,0.0,0.5,10.2,40.8
625,Bisharp,Dark,"['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,490,81.66666666666670,23.21398046197350,5.0,Medium Fast,1000000,1.0,45,0.0,1.6,70.0,27.3
626,Bouffalant,Normal,"['Reckless', 'Sap Sipper', 'Soundproof']",95,110,95,40,95,55,490,81.66666666666670,25.110865288865600,5.0,Medium Fast,1000000,1.0,45,0.0,1.6,94.6,37.0
627,Rufflet,Normal,"['Hustle', 'Keen Eye', 'Sheer Force']",70,83,50,37,50,60,350,58.333333333333300,14.951774328003900,5.0,Slow,1250000,0.0,190,0.0,0.5,10.5,42.0
628,Braviary,Normal,"['Defiant', 'Keen Eye', 'Sheer Force']",100,123,75,57,75,80,510,85.0,21.1266025033211,5.0,Slow,1250000,1.0,60,0.0,1.5,41.0,18.2
629,Vullaby,Dark,"['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,370,61.66666666666670,9.860132971832690,5.0,Slow,1250000,0.0,190,0.0,0.5,9.0,36.0
630,Mandibuzz,Dark,"['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,510,85.0,20.207259421636900,5.0,Slow,1250000,1.0,60,0.0,1.2,39.5,27.4
631,Heatmor,Fire,"['Flash Fire', 'Gluttony', 'White Smoke']",85,97,66,105,66,65,484,80.66666666666670,16.090024514862900,5.0,Medium Fast,1000000,1.0,90,0.0,1.4,58.0,29.6
632,Durant,Bug,"['Hustle', 'Swarm', 'Truant']",58,109,112,48,48,109,484,80.66666666666670,29.53905136519380,5.0,Medium Fast,1000000,1.0,90,0.0,0.3,33.0,366.7
633,Deino,Dark,['Hustle'],52,65,50,45,50,38,300,50.0,8.144527815247080,5.0,Slow,1250000,0.0,45,0.0,0.8,17.3,27.0
634,Zweilous,Dark,['Hustle'],72,85,70,65,70,58,420,70.0,8.144527815247080,5.0,Slow,1250000,0.0,45,0.0,1.4,50.0,25.5
635,Hydreigon,Dark,['Levitate'],92,105,90,125,90,98,600,100.0,12.36931687685300,5.0,Slow,1250000,1.0,45,0.0,1.8,160.0,49.4
636,Larvesta,Bug,"['Flame Body', 'Swarm']",55,85,55,50,55,60,360,60.0,11.547005383792500,5.0,Slow,1250000,0.0,45,0.0,1.1,28.8,23.8
637,Volcarona,Bug,"['Flame Body', 'Swarm']",85,60,65,135,105,100,550,91.66666666666670,25.440562537456200,5.0,Slow,1250000,1.0,15,0.0,1.6,46.0,18.0
638,Cobalion,Steel,['Justified'],91,90,129,90,72,108,580,96.66666666666670,17.81073334319010,5.0,Slow,1250000,1.0,3,1.0,2.1,250.0,56.7
639,Terrakion,Rock,['Justified'],91,129,90,72,90,108,580,96.66666666666670,17.81073334319010,5.0,Slow,1250000,1.0,3,1.0,1.9,260.0,72.0
640,Virizion,Grass,['Justified'],91,90,72,90,129,108,580,96.66666666666670,17.81073334319010,5.0,Slow,1250000,1.0,3,1.0,2.0,200.0,50.0
641,Tornadus,Flying,"['Defiant', 'Prankster']",79,115,70,125,80,111,580,96.66666666666670,20.99735433069820,5.0,Slow,1250000,1.0,3,1.0,1.5,63.0,28.0
641,Tornadus-Therian,Flying,['Regenerator'],79,100,80,110,90,121,580,96.66666666666670,15.358674711344400,5.0,Slow,1250000,1.0,3,1.0,1.4,63.0,32.1
642,Thundurus,Electric,"['Defiant', 'Prankster']",79,115,70,125,80,111,580,96.66666666666670,20.99735433069820,5.0,Slow,1250000,1.0,3,1.0,1.5,61.0,27.1
642,Thundurus-Therian,Electric,['Volt Absorb'],79,105,70,145,80,101,580,96.66666666666670,24.917642121374300,5.0,Slow,1250000,1.0,3,1.0,3.0,61.0,6.8
643,Reshiram,Dragon,['Turboblaze'],100,120,100,150,120,90,680,113.33333333333300,19.72026594366540,5.0,Slow,1250000,1.0,3,1.0,3.2,330.0,32.2
644,Zekrom,Dragon,['Teravolt'],100,150,120,120,100,90,680,113.33333333333300,19.72026594366540,5.0,Slow,1250000,1.0,3,1.0,2.9,345.0,41.0
645,Landorus,Ground,"['Sand Force', 'Sheer Force']",89,125,90,115,80,101,600,100.0,15.663120165961000,5.0,Slow,1250000,1.0,3,1.0,1.5,68.0,30.2
645,Landorus-Therian,Ground,['Intimidate'],89,145,90,105,80,91,600,100.0,21.416504538945300,5.0,Slow,1250000,1.0,3,1.0,1.3,68.0,40.2
646,Kyurem,Dragon,['Pressure'],125,130,90,130,90,95,660,110.0,18.48422751068240,5.0,Slow,1250000,1.0,3,1.0,3.0,325.0,36.1
646,White Kyurem,Dragon,['Turboblaze'],125,120,90,170,100,95,700,116.66666666666700,27.028791233711400,5.0,Slow,1250000,1.0,3,1.0,3.6,325.0,25.1
646,Black Kyurem,Dragon,['Teravolt'],125,170,100,120,90,95,700,116.66666666666700,27.028791233711400,5.0,Slow,1250000,1.0,3,1.0,3.3,325.0,29.8
647,Keldeo,Water,['Justified'],91,72,90,129,90,108,580,96.66666666666670,17.81073334319010,5.0,Slow,1250000,1.0,3,1.0,1.4,48.5,24.7
648,Meloetta,Normal,['Serene Grace'],100,77,77,128,128,90,600,100.0,21.31509637166420,5.0,Slow,1250000,1.0,3,1.0,0.6,6.5,18.1
648,Meloetta-Pirouette,Normal,['Serene Grace'],100,128,90,77,77,128,600,100.0,21.31509637166420,5.0,Slow,1250000,1.0,3,1.0,0.6,6.5,18.1
649,Genesect,Bug,['Download'],71,120,95,120,95,99,600,100.0,16.792855623746700,5.0,Slow,1250000,1.0,3,1.0,1.5,82.5,36.7
650,Chespin,Grass,"['Bulletproof', 'Overgrow']",56,61,65,48,45,38,313,52.16666666666670,9.3704618645804,6.0,Medium Slow,1059860,0.0,45,0.0,0.4,9.0,56.3
651,Quilladin,Grass,"['Bulletproof', 'Overgrow']",61,78,95,56,58,57,405,67.5,14.38459824488220,6.0,Medium Slow,1059860,0.0,45,0.0,0.7,29.0,59.2
652,Chesnaught,Grass,"['Bulletproof', 'Overgrow']",88,107,122,74,75,64,530,88.33333333333330,20.23747898221410,6.0,Medium Slow,1059860,1.0,45,0.0,1.6,90.0,35.2
653,Fennekin,Fire,"['Blaze', 'Magician']",40,45,40,62,60,60,307,51.16666666666670,9.66810334151545,6.0,Medium Slow,1059860,0.0,45,0.0,0.4,9.4,58.8
654,Braixen,Fire,"['Blaze', 'Magician']",59,59,58,90,70,73,409,68.16666666666670,11.363929289153900,6.0,Medium Slow,1059860,0.0,45,0.0,1.0,14.5,14.5
655,Delphox,Fire,"['Blaze', 'Magician']",75,69,72,114,100,104,534,89.0,17.587874611030600,6.0,Medium Slow,1059860,1.0,45,0.0,1.5,39.0,17.3
656,Froakie,Water,"['Protean', 'Torrent']",41,56,40,62,44,71,314,52.333333333333300,11.585431464655200,6.0,Medium Slow,1059860,0.0,45,0.0,0.3,7.0,77.8
657,Frogadier,Water,"['Protean', 'Torrent']",54,63,52,83,56,97,405,67.5,16.760568804985900,6.0,Medium Slow,1059860,0.0,45,0.0,0.6,10.9,30.3
658,Greninja,Water,"['Protean', 'Torrent']",72,95,67,103,71,122,530,88.33333333333330,20.063787168816200,6.0,Medium Slow,1059860,1.0,45,0.0,1.5,40.0,17.8
658,Ash-Greninja,Water,['Battle Bond'],72,145,67,153,71,132,640,106.66666666666700,37.205137040766600,6.0,Medium Slow,1059860,1.0,45,0.0,1.5,40.0,17.8
659,Bunnelby,Normal,"['Cheek Pouch', 'Huge Power', 'Pickup']",38,36,38,32,36,57,237,39.5,8.077747210701760,6.0,Medium Fast,1000000,0.0,255,0.0,0.4,5.0,31.3
660,Diggersby,Normal,"['Cheek Pouch', 'Huge Power', 'Pickup']",85,56,77,50,77,78,423,70.5,12.789970028633100,6.0,Medium Fast,1000000,1.0,127,0.0,1.0,42.4,42.4
661,Fletchling,Normal,"['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,278,46.333333333333300,7.972173828734270,6.0,Medium Slow,1059860,0.0,255,0.0,0.3,1.7,18.9
662,Fletchinder,Fire,"['Flame Body', 'Gale Wings']",62,73,55,56,52,84,382,63.66666666666670,11.352924243950900,6.0,Medium Slow,1059860,0.0,120,0.0,0.7,16.0,32.7
663,Talonflame,Fire,"['Flame Body', 'Gale Wings']",78,81,71,74,69,126,499,83.16666666666670,19.573933914491700,6.0,Medium Slow,1059860,1.0,45,0.0,1.2,24.5,17.0
664,Scatterbug,Bug,"['Friend Guard', 'Shield Dust']",38,35,40,27,25,35,200,33.333333333333300,5.497474167490210,6.0,Medium Fast,1000000,0.0,255,0.0,0.3,2.5,27.8
665,Spewpa,Bug,"['Friend Guard', 'Shed Skin']",45,22,60,27,30,29,213,35.5,13.022416570411700,6.0,Medium Fast,1000000,0.0,120,0.0,0.3,8.4,93.3
666,Vivillon,Bug,"['Friend Guard', 'Shield Dust']",80,52,50,90,50,89,411,68.5,18.12686771986090,6.0,Medium Fast,1000000,1.0,45,0.0,1.2,17.0,11.8
667,Litleo,Fire,"['Moxie', 'Rivalry', 'Unnerve']",62,50,58,73,54,72,369,61.5,8.597480251019290,6.0,Medium Slow,1059860,0.0,220,0.0,0.6,13.5,37.5
668,Pyroar,Fire,"['Moxie', 'Rivalry', 'Unnerve']",86,68,72,109,66,106,507,84.5,17.490473597552100,6.0,Medium Slow,1059860,1.0,65,0.0,1.5,81.5,36.2
669,Flabébé,Fairy,"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,303,50.5,14.863265679744400,6.0,Medium Fast,1000000,0.0,225,0.0,0.1,0.1,10.0
670,Floette,Fairy,"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,371,61.833333333333300,18.898118660038300,6.0,Medium Fast,1000000,0.0,120,0.0,0.2,0.9,22.5
671,Florges,Fairy,"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,552,92.0,31.712247896777500,6.0,Medium Fast,1000000,1.0,45,0.0,1.1,10.0,8.3
672,Skiddo,Grass,"['Grass Pelt', 'Sap Sipper']",66,65,48,62,57,52,350,58.333333333333300,6.649979114420000,6.0,Medium Fast,1000000,0.0,200,0.0,0.9,31.0,38.3
673,Gogoat,Grass,"['Grass Pelt', 'Sap Sipper']",123,100,62,97,81,68,531,88.5,20.71030339388260,6.0,Medium Fast,1000000,1.0,45,0.0,1.7,91.0,31.5
674,Pancham,Fighting,"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,348,58.0,13.79613472438330,6.0,Medium Fast,1000000,0.0,220,0.0,0.6,8.0,22.2
675,Pangoro,Fighting,"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,495,82.5,21.65448375433290,6.0,Medium Fast,1000000,1.0,65,0.0,2.1,136.0,30.8
676,Furfrou,Normal,['Fur Coat'],75,80,60,65,90,102,472,78.66666666666670,14.278966660402600,6.0,Medium Fast,1000000,1.0,160,0.0,1.2,28.0,19.4
677,Espurr,Psychic,"['Infiltrator', 'Keen Eye', 'Own Tempo']",62,48,54,63,60,68,355,59.16666666666670,6.491447364716820,6.0,Medium Fast,1000000,0.0,190,0.0,0.3,3.5,38.9
678,Meowstic,Psychic,"['Infiltrator', 'Keen Eye', 'Prankster']",74,48,76,83,81,104,466,77.66666666666670,16.478942792411000,6.0,Medium Fast,1000000,1.0,75,0.0,0.6,8.5,23.6
679,Honedge,Steel,['No Guard'],45,80,100,35,37,28,325,54.16666666666670,26.453838200827400,6.0,Medium Fast,1000000,0.0,180,0.0,0.8,2.0,3.1
680,Doublade,Steel,['No Guard'],59,110,150,45,49,35,448,74.66666666666670,41.395115117070900,6.0,Medium Fast,1000000,0.0,90,0.0,0.8,4.5,7.0
681,Aegislash Shield Form,Steel,['Stance Change'],50,70,140,70,140,60,530,88.33333333333330,37.15582801601330,6.0,Medium Fast,1000000,0.0,45,0.0,1.7,53.0,18.3
681,Aegislash Blade Form,Steel,['Stance Change'],50,140,70,140,70,60,530,88.33333333333330,37.15582801601330,6.0,Medium Fast,1000000,0.0,45,0.0,1.7,53.0,18.3
682,Spritzee,Fairy,"['Aroma Veil', 'Healer']",78,52,60,63,65,23,341,56.833333333333300,16.984470030655100,6.0,Medium Fast,1000000,0.0,200,0.0,0.2,0.5,12.5
683,Aromatisse,Fairy,"['Aroma Veil', 'Healer']",101,72,72,99,89,29,462,77.0,24.35159132377180,6.0,Medium Fast,1000000,1.0,140,0.0,0.8,15.5,24.2
684,Swirlix,Fairy,"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,341,56.833333333333300,6.517071598672380,6.0,Medium Fast,1000000,0.0,200,0.0,0.4,3.5,21.9
685,Slurpuff,Fairy,"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,480,80.0,5.066228051190220,6.0,Medium Fast,1000000,1.0,140,0.0,0.8,5.0,7.8
686,Inkay,Dark,"['Contrary', 'Infiltrator', 'Suction Cups']",53,54,53,37,46,45,288,48.0,6.055300708194980,6.0,Medium Fast,1000000,0.0,190,0.0,0.4,3.5,21.9
687,Malamar,Dark,"['Contrary', 'Infiltrator', 'Suction Cups']",86,92,88,68,75,73,482,80.33333333333330,8.768630958643940,6.0,Medium Fast,1000000,1.0,80,0.0,1.5,47.0,20.9
688,Binacle,Rock,"['Pickpocket', 'Sniper', 'Tough Claws']",42,52,67,39,56,50,306,51.0,9.201449161228170,6.0,Medium Fast,1000000,0.0,120,0.0,0.5,31.0,124.0
689,Barbaracle,Rock,"['Pickpocket', 'Sniper', 'Tough Claws']",72,105,115,54,86,68,500,83.33333333333330,21.22629396657730,6.0,Medium Fast,1000000,1.0,45,0.0,1.3,96.0,56.8
690,Skrelp,Poison,"['Adaptability', 'Poison Point', 'Poison Touch']",50,60,60,60,60,30,320,53.333333333333300,11.055415967851300,6.0,Medium Fast,1000000,0.0,225,0.0,0.5,7.3,29.2
691,Dragalge,Poison,"['Adaptability', 'Poison Point', 'Poison Touch']",65,75,90,97,123,44,494,82.33333333333330,25.00444404945290,6.0,Medium Fast,1000000,1.0,55,0.0,1.8,81.5,25.2
692,Clauncher,Water,['Mega Launcher'],50,53,62,58,63,44,330,55.0,6.733003292241390,6.0,Slow,1250000,0.0,225,0.0,0.5,8.3,33.2
693,Clawitzer,Water,['Mega Launcher'],71,73,88,120,89,59,500,83.33333333333330,19.36204764194350,6.0,Slow,1250000,1.0,55,0.0,1.3,35.3,20.9
694,Helioptile,Electric,"['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,289,48.16666666666670,13.030946072927900,6.0,Medium Fast,1000000,0.0,190,0.0,0.5,6.0,24.0
695,Heliolisk,Electric,"['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,481,80.16666666666670,24.531725490791600,6.0,Medium Fast,1000000,1.0,75,0.0,1.0,21.0,21.0
696,Tyrunt,Rock,"['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,362,60.333333333333300,16.967288790165900,6.0,Medium Fast,1000000,0.0,45,0.0,0.8,26.0,40.6
697,Tyrantrum,Rock,"['Rock Head', 'Strong Jaw']",82,121,119,69,59,71,521,86.83333333333330,24.388635787094700,6.0,Medium Fast,1000000,1.0,45,0.0,2.5,270.0,43.2
698,Amaura,Rock,"['Refrigerate', 'Snow Warning']",77,59,50,67,63,46,362,60.333333333333300,10.354816378006000,6.0,Medium Fast,1000000,0.0,45,0.0,1.3,25.2,14.9
699,Aurorus,Rock,"['Refrigerate', 'Snow Warning']",123,77,72,99,92,58,521,86.83333333333330,20.939728322550500,6.0,Medium Fast,1000000,1.0,45,0.0,2.7,225.0,30.9
700,Sylveon,Fairy,"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,525,87.5,26.25991876098120,6.0,Medium Fast,1000000,1.0,45,0.0,1.0,23.5,23.5
701,Hawlucha,Fighting,"['Limber', 'Mold Breaker', 'Unburden']",78,92,75,74,63,118,500,83.33333333333330,17.679240808234800,6.0,Medium Fast,1000000,1.0,100,0.0,0.8,21.5,33.6
702,Dedenne,Electric,"['Cheek Pouch', 'Pickup', 'Plus']",67,58,57,81,67,101,431,71.83333333333330,15.236104780713800,6.0,Medium Fast,1000000,1.0,180,0.0,0.2,2.2,55.0
703,Carbink,Rock,"['Clear Body', 'Sturdy']",50,50,150,50,150,50,500,83.33333333333330,47.14045207910320,6.0,Slow,1250000,1.0,60,0.0,0.3,5.7,63.3
704,Goomy,Dragon,"['Gooey', 'Hydration', 'Sap Sipper']",45,50,35,55,75,40,300,50.0,12.909944487358100,6.0,Slow,1250000,0.0,45,0.0,0.3,2.8,31.1
705,Sliggoo,Dragon,"['Gooey', 'Hydration', 'Sap Sipper']",68,75,53,83,113,60,452,75.33333333333330,19.43078885571960,6.0,Slow,1250000,0.0,45,0.0,0.8,17.5,27.3
706,Goodra,Dragon,"['Gooey', 'Hydration', 'Sap Sipper']",90,100,70,110,150,80,600,100.0,25.81988897471610,6.0,Slow,1250000,1.0,45,0.0,2.0,150.5,37.6
707,Klefki,Steel,"['Magician', 'Prankster']",57,80,91,80,87,75,470,78.33333333333330,10.85766498326820,6.0,Fast,800000,1.0,75,0.0,0.2,3.0,75.0
708,Phantump,Ghost,"['Frisk', 'Harvest', 'Natural Cure']",43,70,48,50,60,38,309,51.5,10.673175097723600,6.0,Medium Fast,1000000,0.0,120,0.0,0.4,7.0,43.8
709,Trevenant,Ghost,"['Frisk', 'Harvest', 'Natural Cure']",85,110,76,65,82,56,474,79.0,17.029386365926400,6.0,Medium Fast,1000000,1.0,60,0.0,1.5,71.0,31.6
710,Small Size Pumpkaboo,Ghost,"['Frisk', 'Insomnia', 'Pickup']",44,66,70,44,55,56,335,55.833333333333300,9.872802146413260,6.0,Medium Fast,1000000,0.0,120,0.0,0.3,3.5,38.9
710,Average Size Pumpkaboo,Ghost,"['Frisk', 'Insomnia', 'Pickup']",49,66,70,44,55,51,335,55.833333333333300,9.263128821060170,6.0,Medium Fast,1000000,0.0,120,0.0,0.4,5.0,31.3
710,Large Size Pumpkaboo,Ghost,"['Frisk', 'Insomnia', 'Pickup']",54,66,70,44,55,46,335,55.833333333333300,9.529194905948540,6.0,Medium Fast,1000000,0.0,120,0.0,0.5,7.5,30.0
710,Super Size Pumpkaboo,Ghost,"['Frisk', 'Insomnia', 'Pickup']",59,66,70,44,55,41,335,55.833333333333300,10.605292179955400,6.0,Medium Fast,1000000,0.0,120,0.0,0.8,15.0,23.4
711,Small Size Gourgeist,Ghost,"['Frisk', 'Insomnia', 'Pickup']",55,85,122,58,75,99,494,82.33333333333330,23.27850701589110,6.0,Medium Fast,1000000,0.0,60,0.0,0.7,9.5,19.4
711,Average Size Gourgeist,Ghost,"['Frisk', 'Insomnia', 'Pickup']",65,90,122,58,75,84,494,82.33333333333330,20.7417989148054,6.0,Medium Fast,1000000,0.0,60,0.0,0.9,12.5,15.4
711,Large Size Gourgeist,Ghost,"['Frisk', 'Insomnia', 'Pickup']",75,95,122,58,75,69,494,82.33333333333330,20.86198030442510,6.0,Medium Fast,1000000,0.0,60,0.0,1.1,14.0,11.6
711,Super Size Gourgeist,Ghost,"['Frisk', 'Insomnia', 'Pickup']",85,100,122,58,75,54,494,82.33333333333330,23.59849336057050,6.0,Medium Fast,1000000,0.0,60,0.0,1.7,39.0,13.5
712,Bergmite,Ice,"['Ice Body', 'Own Tempo', 'Sturdy']",55,69,85,32,35,28,304,50.66666666666670,20.98147330914160,6.0,Medium Fast,1000000,0.0,190,0.0,1.0,99.5,99.5
713,Avalugg,Ice,"['Ice Body', 'Own Tempo', 'Sturdy']",95,117,184,44,46,28,514,85.66666666666670,53.81036661792550,6.0,Medium Fast,1000000,1.0,55,0.0,2.0,505.0,126.3
714,Noibat,Flying,"['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,245,40.833333333333300,7.861650943380500,6.0,Medium Fast,1000000,0.0,190,0.0,0.5,8.0,32.0
715,Noivern,Flying,"['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,535,89.16666666666670,17.121299275723500,6.0,Medium Fast,1000000,1.0,45,0.0,1.5,85.0,37.8
716,Xerneas,Fairy,['Fairy Aura'],126,131,95,131,98,99,680,113.33333333333300,16.131404843417100,6.0,Slow,1250000,1.0,45,1.0,3.0,215.0,23.9
717,Yveltal,Dark,['Dark Aura'],126,131,95,131,98,99,680,113.33333333333300,16.131404843417100,6.0,Slow,1250000,1.0,45,1.0,5.8,203.0,6.0
718,Zygarde,Dragon,['Aura Break'],108,100,121,81,95,95,600,100.0,12.355835328567100,6.0,Slow,1250000,1.0,3,1.0,5.0,305.0,12.2
718,Zygarde 10%,Dragon,"['Aura Break', 'Power Construct']",54,100,71,61,85,115,486,81.0,21.455380055672100,6.0,Slow,1250000,1.0,3,1.0,1.2,33.5,23.3
718,Zygarde Complete,Dragon,"['Aura Break', 'Power Construct']",216,100,121,91,95,85,708,118.0,45.24746770078230,6.0,Slow,1250000,1.0,3,1.0,4.5,610.0,30.1
719,Mega Diancie,Rock,['Magic Bounce'],50,160,110,160,110,110,700,116.66666666666700,37.26779962499650,6.0,Slow,1250000,1.0,3,1.0,1.1,27.8,23.0
719,Diancie,Rock,['Clear Body'],50,100,150,100,150,50,600,100.0,40.8248290463863,6.0,Slow,1250000,1.0,3,1.0,0.7,8.8,18.0
720,Hoopa,Psychic,['Magician'],80,110,60,150,130,70,600,100.0,32.65986323710900,6.0,Slow,1250000,1.0,3,1.0,0.5,9.0,36.0
720,Hoopa Unbound,Psychic,['Magician'],80,160,60,170,130,80,680,113.33333333333300,42.295258468165100,6.0,Slow,1250000,1.0,3,1.0,6.5,490.0,11.6
721,Volcanion,Fire,['Water Absorb'],80,110,120,130,90,70,600,100.0,21.602468994692900,6.0,Slow,1250000,1.0,3,1.0,1.7,195.0,67.5
722,Rowlet,Grass,"['Long Reach', 'Overgrow']",68,55,55,50,50,42,320,53.333333333333300,7.866949147470630,7.0,Medium Slow,1059860,0.0,45,0.0,0.3,1.5,16.7
723,Dartrix,Grass,"['Long Reach', 'Overgrow']",78,75,75,70,70,52,420,70.0,8.54400374531753,7.0,Medium Slow,1059860,0.0,45,0.0,0.7,16.0,32.7
724,Decidueye,Grass,"['Long Reach', 'Overgrow']",78,107,75,100,100,70,530,88.33333333333330,14.383632673594300,7.0,Medium Slow,1059860,1.0,45,0.0,1.6,36.6,14.3
725,Litten,Fire,"['Blaze', 'Intimidate']",45,65,40,60,40,70,320,53.333333333333300,12.133516482134200,7.0,Medium Slow,1059860,0.0,45,0.0,0.4,4.3,26.9
726,Torracat,Fire,"['Blaze', 'Intimidate']",65,85,50,80,50,90,420,70.0,16.072751268321600,7.0,Medium Slow,1059860,0.0,45,0.0,0.7,25.0,51.0
727,Incineroar,Fire,"['Blaze', 'Intimidate']",95,115,90,80,90,60,530,88.33333333333330,16.499158227686100,7.0,Medium Slow,1059860,1.0,45,0.0,1.8,83.0,25.6
728,Popplio,Water,"['Liquid Voice', 'Torrent']",50,54,54,66,56,40,320,53.333333333333300,7.71722460186015,7.0,Medium Slow,1059860,0.0,45,0.0,0.4,7.5,46.9
729,Brionne,Water,"['Liquid Voice', 'Torrent']",60,69,69,91,81,50,420,70.0,13.316656236958800,7.0,Medium Slow,1059860,0.0,45,0.0,0.6,17.5,48.6
730,Primarina,Water,"['Liquid Voice', 'Torrent']",80,74,74,126,116,60,530,88.33333333333330,24.03931964280370,7.0,Medium Slow,1059860,1.0,45,0.0,1.8,44.0,13.6
731,Pikipek,Normal,"['Keen Eye', 'Pickup', 'Skill Link']",35,75,30,30,30,65,265,44.16666666666670,18.57791400800660,7.0,Medium Fast,1000000,0.0,255,0.0,0.3,1.2,13.3
732,Trumbeak,Normal,"['Keen Eye', 'Pickup', 'Skill Link']",55,85,50,40,50,75,355,59.16666666666670,15.65691185671330,7.0,Medium Fast,1000000,0.0,120,0.0,0.6,14.8,41.1
733,Toucannon,Normal,"['Keen Eye', 'Sheer Force', 'Skill Link']",80,120,75,75,75,60,485,80.83333333333330,18.57791400800660,7.0,Medium Fast,1000000,1.0,45,0.0,1.1,26.0,21.5
734,Yungoos,Normal,"['Adaptability', 'Stakeout', 'Strong Jaw']",48,70,30,30,30,45,253,42.16666666666670,14.496168076043000,7.0,Medium Fast,1000000,0.0,255,0.0,0.4,6.0,37.5
735,Gumshoos,Normal,"['Adaptability', 'Stakeout', 'Strong Jaw']",88,110,60,55,60,45,418,69.66666666666670,22.261077142752,7.0,Medium Fast,1000000,1.0,127,0.0,0.7,14.2,29.0
736,Grubbin,Bug,['Swarm'],47,62,45,55,45,46,300,50.0,6.377042156569660,7.0,Medium Fast,1000000,0.0,255,0.0,0.4,4.4,27.5
737,Charjabug,Bug,['Battery'],57,82,95,55,75,36,400,66.66666666666670,19.48218559493660,7.0,Medium Fast,1000000,0.0,120,0.0,0.5,10.5,42.0
738,Vikavolt,Bug,['Levitate'],77,70,90,145,75,43,500,83.33333333333330,30.9874526578456,7.0,Medium Fast,1000000,1.0,45,0.0,1.5,45.0,20.0
739,Crabrawler,Fighting,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",47,82,57,42,47,63,338,56.333333333333300,13.43709624716430,7.0,Medium Fast,1000000,0.0,225,0.0,0.6,7.0,19.4
740,Crabominable,Fighting,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",97,132,77,62,67,43,478,79.66666666666670,28.470257384778900,7.0,Medium Fast,1000000,1.0,60,0.0,1.7,180.0,62.3
741,Oricorio Baile Style,Fire,['Dancer'],75,70,70,98,70,93,476,79.33333333333330,11.657138966697100,7.0,Medium Fast,1000000,1.0,45,0.0,0.6,3.4,9.4
741,Oricorio Pom-Pom Style,Electric,['Dancer'],75,70,70,98,70,93,476,79.33333333333330,11.657138966697100,7.0,Medium Fast,1000000,1.0,45,0.0,0.6,3.4,9.4
741,Oricorio Pa'u Style,Psychic,['Dancer'],75,70,70,98,70,93,476,79.33333333333330,11.657138966697100,7.0,Medium Fast,1000000,1.0,45,0.0,0.6,3.4,9.4
